customer_id,month,mrr_usd,add_on_usd
C0078,2024-03,479.22,69.28
C0078,2024-04,483.24,73.38
C0078,2024-05,468.9,58.75
C0078,2024-06,488.89,79.15
C0078,2024-07,464.39,54.15
C0078,2024-08,494.08,84.44
C0078,2024-09,513.47,104.22
C0078,2024-10,470.53,60.41
C0078,2024-11,460.05,49.72
C0078,2024-12,462.59,52.31
C0078,2025-01,470.54,60.42
C0078,2025-02,460.36,50.04
C0078,2025-03,466.46,56.26
C0078,2025-04,478.41,68.45
C0078,2025-05,478.26,68.3
C0078,2025-06,476.51,66.52
C0079,2024-08,155.63,65.08
C0079,2024-09,154.78,64.17
C0079,2024-10,168.36,78.77
C0079,2024-11,147.49,56.34
C0079,2024-12,134.93,42.83
C0079,2025-01,166.7,76.99
C0079,2025-02,135.62,43.57
C0079,2025-03,145.35,54.03
C0079,2025-04,125.9,33.12
C0079,2025-05,143.09,51.61
C0080,2024-09,108.26,15.51
C0080,2024-10,154.73,61.98
C0080,2024-11,112.17,19.42
C0080,2024-12,153.66,60.91
C0080,2025-01,136.74,43.99
C0080,2025-02,98.43,5.68
C0080,2025-03,110.49,17.74
C0081,2024-02,567.11,156.07
C0081,2024-03,551.22,138.41
C0081,2024-04,560.96,149.23
C0081,2024-05,539.73,125.64
C0081,2024-06,555.95,143.66
C0081,2024-07,558.48,146.47
C0081,2024-08,544.72,131.18
C0081,2024-09,542.94,129.21
C0081,2024-10,532.44,117.55
C0081,2024-11,571.99,161.49
C0081,2024-12,566.0,154.83
C0081,2025-01,538.31,124.07
C0081,2025-02,540.05,125.99
C0081,2025-03,545.38,131.92
C0081,2025-04,552.89,140.27
C0081,2025-05,542.6,128.83
C0081,2025-06,565.88,154.69
C0081,2025-07,547.91,134.73
C0082,2024-03,95.33,15.24
C0082,2024-04,123.22,45.56
C0082,2024-05,111.38,32.69
C0082,2024-06,105.26,26.04
C0082,2024-07,104.15,24.83
C0082,2024-08,107.62,28.6
C0082,2024-09,81.31,0.0
C0082,2024-10,81.31,0.0
C0082,2024-11,89.61,9.03
C0082,2024-12,91.95,11.57
C0082,2025-01,115.49,37.16
C0082,2025-02,82.55,1.35
C0082,2025-03,96.54,16.56
C0083,2024-05,509.74,147.58
C0083,2024-06,511.85,150.14
C0083,2024-07,526.79,168.37
C0083,2024-08,517.21,156.68
C0083,2024-09,530.29,172.64
C0083,2024-10,522.78,163.48
C0083,2024-11,496.79,131.78
C0083,2024-12,508.97,146.64
C0083,2025-01,519.08,158.97
C0083,2025-02,493.74,128.07
C0083,2025-03,505.85,142.83
C0083,2025-04,495.61,130.34
C0083,2025-05,503.35,139.78
C0083,2025-06,499.88,135.55
C0083,2025-07,495.01,129.61
C0084,2024-01,1524.12,34.78
C0084,2024-02,1527.84,38.61
C0084,2024-03,1557.19,68.87
C0084,2024-04,1542.42,53.64
C0084,2024-05,1532.97,43.9
C0084,2024-06,1513.77,24.11
C0084,2024-07,1509.58,19.78
C0084,2024-08,1541.27,52.45
C0084,2024-09,1528.81,39.61
C0084,2024-10,1542.04,53.25
C0084,2024-11,1526.66,37.4
C0084,2024-12,1509.42,19.62
C0085,2024-01,886.34,394.65
C0085,2024-02,864.91,372.09
C0085,2024-03,836.81,342.51
C0085,2024-04,860.23,367.16
C0085,2024-05,869.19,376.59
C0085,2024-06,866.42,373.68
C0085,2024-07,875.67,383.42
C0085,2024-08,841.9,347.86
C0085,2024-09,828.62,333.89
C0085,2024-10,834.51,340.08
C0085,2024-11,858.82,365.67
C0085,2024-12,838.92,344.73
C0085,2025-01,879.26,387.19
C0085,2025-02,854.38,361.0
C0085,2025-03,876.15,383.92
C0085,2025-04,875.81,383.56
C0085,2025-05,866.25,373.5
C0085,2025-06,852.08,358.59
C0085,2025-07,840.73,346.64
C0086,2024-01,449.19,65.8
C0086,2024-02,454.0,70.96
C0086,2024-03,456.14,73.26
C0086,2024-04,461.3,78.81
C0086,2024-05,455.26,72.32
C0086,2024-06,439.26,55.11
C0086,2024-07,455.81,72.91
C0086,2024-08,417.78,32.02
C0086,2024-09,424.0,38.71
C0086,2024-10,433.86,49.31
C0086,2024-11,422.03,36.59
C0086,2024-12,468.92,87.01
C0086,2025-01,474.52,93.03
C0086,2025-02,432.31,47.64
C0086,2025-03,434.06,49.52
C0086,2025-04,427.98,42.98
C0087,2024-06,1647.0,49.75
C0087,2024-07,1645.77,48.52
C0087,2024-08,1671.11,73.86
C0087,2024-09,1619.33,22.08
C0087,2024-10,1645.44,48.19
C0087,2024-11,1633.03,35.78
C0087,2024-12,1626.42,29.17
C0087,2025-01,1653.44,56.19
C0087,2025-02,1616.48,19.23
C0087,2025-03,1636.77,39.52
C0087,2025-04,1667.12,69.87
C0087,2025-05,1623.8,26.55
C0087,2025-06,1601.9,4.64
C0087,2025-07,1629.94,32.69
C0088,2024-10,314.38,13.5
C0088,2024-11,312.97,12.06
C0088,2024-12,319.4,18.62
C0088,2025-01,339.79,39.43
C0088,2025-02,316.24,15.4
C0088,2025-03,313.02,12.11
C0088,2025-04,317.85,17.04
C0088,2025-05,317.64,16.83
C0088,2025-06,336.37,35.94
C0088,2025-07,301.15,0.0
C0089,2024-01,95.47,4.06
C0089,2024-02,116.13,24.72
C0089,2024-03,143.66,52.25
C0089,2024-04,140.73,49.32
C0089,2024-05,110.2,18.78
C0089,2024-06,137.68,46.26
C0089,2024-07,107.91,16.5
C0089,2024-08,94.48,3.06
C0089,2024-09,123.56,32.15
C0090,2024-01,92.86,13.0
C0090,2024-02,87.02,7.16
C0090,2024-03,128.95,49.08
C0090,2024-04,79.86,0.0
C0090,2024-05,108.74,28.87
C0090,2024-06,111.38,31.51
C0090,2024-07,96.68,16.82
C0090,2024-08,81.74,1.87
C0090,2024-09,79.86,0.0
C0090,2024-10,79.86,0.0
C0090,2024-11,94.08,14.22
C0090,2024-12,90.09,10.22
C0090,2025-01,105.63,25.77
C0091,2024-01,80.44,3.62
C0091,2024-02,81.1,4.27
C0091,2024-03,76.82,0.0
C0091,2024-04,88.02,11.19
C0092,2024-01,142.05,61.52
C0092,2024-02,142.48,62.03
C0092,2024-03,168.19,91.93
C0092,2024-04,126.03,42.9
C0093,2024-11,379.53,37.77
C0093,2024-12,368.35,26.24
C0093,2025-01,358.61,16.2
C0093,2025-02,357.27,14.81
C0093,2025-03,369.62,27.54
C0093,2025-04,410.01,69.18
C0093,2025-05,376.44,34.57
C0093,2025-06,385.59,44.01
C0093,2025-07,380.42,38.68
C0094,2024-05,424.18,52.04
C0094,2024-06,435.63,64.48
C0094,2024-07,417.57,44.85
C0094,2024-08,399.16,24.84
C0094,2024-09,456.42,87.08
C0094,2024-10,417.93,45.23
C0094,2024-11,438.8,67.92
C0094,2024-12,456.1,86.73
C0094,2025-01,400.57,26.37
C0094,2025-02,417.74,45.03
C0094,2025-03,417.63,44.91
C0094,2025-04,422.99,50.74
C0094,2025-05,428.83,57.09
C0094,2025-06,432.06,60.6
C0094,2025-07,436.88,65.83
C0095,2024-01,668.21,188.06
C0096,2025-03,122.6,32.64
C0096,2025-04,115.24,25.28
C0096,2025-05,123.38,33.42
C0096,2025-06,132.27,42.31
C0096,2025-07,102.22,12.26
C0097,2024-09,1728.04,92.53
C0097,2024-10,1686.62,42.01
C0097,2024-11,1694.56,51.7
C0097,2024-12,1707.1,66.99
C0097,2025-01,1731.94,97.28
C0097,2025-02,1725.87,89.88
C0097,2025-03,1692.62,49.33
C0097,2025-04,1720.4,83.21
C0097,2025-05,1740.22,107.38
C0097,2025-06,1711.05,71.8
C0097,2025-07,1701.87,60.61
C0098,2024-01,76.04,2.79
C0099,2024-01,1859.08,91.71
C0099,2024-02,1845.4,75.98
C0099,2024-03,1849.29,80.45
C0099,2024-04,1821.79,48.84
C0099,2024-05,1853.96,85.82
C0099,2024-06,1857.13,89.46
C0100,2024-10,1952.26,89.42
C0100,2024-11,1926.25,62.88
C0100,2024-12,1902.84,38.99
C0100,2025-01,1961.33,98.67
C0100,2025-02,1936.32,73.15
C0100,2025-03,1920.8,57.31
C0100,2025-04,1924.67,61.26
C0100,2025-05,1905.83,42.04
C0100,2025-06,1920.2,56.7
C0100,2025-07,1932.02,68.77
C0101,2025-01,838.36,315.94
C0101,2025-02,815.72,293.3
C0101,2025-03,838.08,315.66
C0101,2025-04,791.27,268.85
C0101,2025-05,808.61,286.2
C0101,2025-06,813.79,291.38
C0101,2025-07,840.93,318.51
C0102,2024-06,240.34,136.63
C0102,2024-07,253.09,150.2
C0102,2024-08,276.82,175.44
C0102,2024-09,231.64,127.37
C0102,2024-10,235.17,131.12
C0102,2024-11,249.89,146.78
C0102,2024-12,207.69,101.9
C0102,2025-01,242.42,138.84
C0102,2025-02,243.12,139.59
C0102,2025-03,255.99,153.27
C0102,2025-04,261.12,158.74
C0102,2025-05,254.11,151.28
C0102,2025-06,252.23,149.27
C0102,2025-07,261.68,159.33
C0103,2025-04,358.4,40.34
C0103,2025-05,376.88,60.65
C0103,2025-06,352.51,33.87
C0103,2025-07,357.59,39.46
C0104,2024-07,304.22,0.0
C0104,2024-08,322.95,18.92
C0104,2024-09,310.6,6.44
C0104,2024-10,320.45,16.39
C0104,2024-11,342.2,38.36
C0104,2024-12,320.25,16.19
C0104,2025-01,318.08,13.99
C0104,2025-02,311.39,7.24
C0104,2025-03,350.64,46.89
C0104,2025-04,304.22,0.0
C0104,2025-05,325.47,21.46
C0104,2025-06,319.31,15.24
C0104,2025-07,334.54,30.63
C0105,2024-03,262.68,164.72
C0105,2024-04,265.52,167.8
C0105,2024-05,246.19,146.79
C0105,2024-06,248.34,149.12
C0105,2024-07,267.65,170.11
C0105,2024-08,247.92,148.66
C0105,2024-09,266.03,168.36
C0105,2024-10,252.85,154.03
C0105,2024-11,263.43,165.53
C0105,2024-12,266.05,168.37
C0105,2025-01,252.8,153.98
C0105,2025-02,274.42,177.48
C0105,2025-03,259.55,161.31
C0105,2025-04,243.46,143.82
C0106,2024-06,396.79,47.15
C0106,2024-07,377.8,26.28
C0106,2024-08,409.74,61.38
C0106,2024-09,411.83,63.68
C0106,2024-10,411.92,63.78
C0106,2024-11,399.22,49.83
C0106,2024-12,423.3,76.29
C0106,2025-01,409.95,61.61
C0106,2025-02,418.25,70.74
C0106,2025-03,391.28,41.09
C0106,2025-04,392.19,42.1
C0106,2025-05,418.89,71.43
C0106,2025-06,408.07,59.55
C0106,2025-07,380.34,29.07
C0107,2024-10,335.27,27.97
C0107,2024-11,332.71,25.41
C0107,2024-12,333.48,26.19
C0107,2025-01,325.43,18.13
C0107,2025-02,329.4,22.11
C0107,2025-03,330.39,23.1
C0107,2025-04,329.06,21.76
C0107,2025-05,336.32,29.03
C0107,2025-06,335.13,27.84
C0107,2025-07,342.09,34.79
C0108,2024-01,122.35,37.69
C0108,2024-02,84.66,0.0
C0108,2024-03,113.3,28.64
C0108,2024-04,84.66,0.0
C0108,2024-05,92.32,7.66
C0108,2024-06,103.67,19.01
C0108,2024-07,105.3,20.64
C0109,2024-01,528.71,97.66
C0109,2024-02,509.92,78.87
C0109,2024-03,525.85,94.8
C0109,2024-04,513.6,82.55
C0109,2024-05,519.39,88.34
C0109,2024-06,527.09,96.04
C0109,2024-07,489.16,58.11
C0109,2024-08,498.18,67.13
C0109,2024-09,529.83,98.78
C0109,2024-10,494.4,63.35
C0109,2024-11,498.87,67.82
C0109,2024-12,499.32,68.28
C0109,2025-01,480.27,49.22
C0109,2025-02,512.34,81.29
C0109,2025-03,512.04,80.99
C0109,2025-04,498.78,67.73
C0109,2025-05,488.39,57.34
C0110,2024-01,1273.82,54.35
C0110,2024-02,1255.48,32.52
C0110,2024-03,1247.5,23.02
C0110,2024-04,1256.84,34.14
C0110,2024-05,1266.04,45.1
C0110,2024-06,1255.87,32.99
C0110,2024-07,1254.31,31.13
C0110,2024-08,1266.04,45.1
C0110,2024-09,1238.31,12.08
C0110,2024-10,1257.0,34.34
C0110,2024-11,1265.23,44.13
C0110,2024-12,1251.21,27.43
C0110,2025-01,1245.33,20.43
C0110,2025-02,1273.09,53.49
C0110,2025-03,1240.4,14.57
C0111,2024-01,2139.82,166.36
C0111,2024-02,2157.53,187.44
C0111,2024-03,2133.65,159.01
C0111,2024-04,2133.38,158.69
C0111,2024-05,2117.42,139.69
C0111,2024-06,2135.23,160.89
C0111,2024-07,2160.41,190.88
C0111,2024-08,2121.02,143.98
C0111,2024-09,2130.11,154.8
C0111,2024-10,2140.98,167.74
C0111,2024-11,2141.52,168.39
C0111,2024-12,2140.23,166.85
C0111,2025-01,2137.63,163.76
C0111,2025-02,2139.75,166.28
C0111,2025-03,2140.78,167.5
C0111,2025-04,2157.16,187.01
C0111,2025-05,2135.07,160.71
C0111,2025-06,2158.15,188.18
C0111,2025-07,2120.49,143.34
C0112,2024-01,360.84,45.73
C0113,2024-01,76.06,0.0
C0113,2024-02,120.38,44.77
C0113,2024-03,76.06,0.0
C0113,2024-04,76.24,0.18
C0113,2024-05,94.23,18.36
C0113,2024-06,91.25,15.35
C0113,2024-07,102.04,26.25
C0113,2024-08,97.17,21.33
C0113,2024-09,105.04,29.28
C0113,2024-10,76.06,0.0
C0113,2024-11,76.06,0.0
C0113,2024-12,98.0,22.17
C0113,2025-01,91.17,15.26
C0113,2025-02,92.42,16.53
C0113,2025-03,86.28,10.32
C0113,2025-04,78.17,2.14
C0113,2025-05,87.74,11.8
C0113,2025-06,77.91,1.88
C0113,2025-07,92.31,16.42
C0114,2024-01,227.97,110.88
C0114,2024-02,249.01,131.92
C0114,2024-03,238.73,121.64
C0114,2024-04,211.58,94.49
C0114,2024-05,258.8,141.72
C0114,2024-06,244.8,127.71
C0114,2024-07,241.28,124.19
C0114,2024-08,251.95,134.86
C0114,2024-09,258.2,141.11
C0114,2024-10,231.9,114.81
C0114,2024-11,221.67,104.58
C0114,2024-12,271.67,154.58
C0114,2025-01,240.76,123.68
C0114,2025-02,255.19,138.1
C0114,2025-03,268.23,151.14
C0114,2025-04,217.24,100.15
C0114,2025-05,253.12,136.03
C0114,2025-06,233.81,116.73
C0114,2025-07,248.23,131.14
C0115,2024-10,1443.65,75.58
C0115,2024-11,1439.82,70.6
C0115,2024-12,1413.29,36.14
C0115,2025-01,1431.02,59.17
C0115,2025-02,1438.54,68.94
C0115,2025-03,1443.33,75.15
C0115,2025-04,1425.46,51.95
C0115,2025-05,1417.52,41.64
C0115,2025-06,1419.16,43.77
C0115,2025-07,1428.17,55.47
C0116,2024-07,1405.93,58.36
C0116,2024-08,1414.38,69.33
C0116,2024-09,1394.43,43.42
C0116,2024-10,1410.73,64.58
C0117,2024-12,297.7,17.69
C0117,2025-01,284.78,4.23
C0117,2025-02,317.83,38.66
C0117,2025-03,295.42,15.31
C0117,2025-04,305.8,26.13
C0117,2025-05,309.48,29.96
C0117,2025-06,280.72,0.0
C0117,2025-07,302.29,22.46
C0118,2024-01,98.07,21.24
C0118,2024-02,105.74,28.91
C0119,2025-04,503.38,122.29
C0119,2025-05,471.26,86.6
C0119,2025-06,465.5,80.2
C0119,2025-07,477.33,93.34
C0120,2024-11,405.92,56.51
C0120,2024-12,405.54,56.14
C0120,2025-01,410.28,60.92
C0120,2025-02,353.09,3.15
C0120,2025-03,380.92,31.27
C0120,2025-04,399.59,50.12
C0120,2025-05,380.2,30.53
C0120,2025-06,394.57,45.05
C0120,2025-07,374.86,25.14
C0121,2025-02,485.3,80.61
C0121,2025-03,471.6,66.63
C0121,2025-04,475.63,70.75
C0121,2025-05,454.8,49.49
C0121,2025-06,448.53,43.1
C0121,2025-07,496.3,91.84
C0122,2024-09,164.93,70.1
C0122,2024-10,171.51,76.88
C0122,2024-11,139.06,43.44
C0122,2024-12,131.97,36.12
C0122,2025-01,118.78,22.52
C0122,2025-02,139.89,44.28
C0122,2025-03,138.73,43.1
C0122,2025-04,154.74,59.6
C0122,2025-05,170.42,75.76
C0122,2025-06,134.55,38.78
C0122,2025-07,114.37,17.97
C0123,2025-03,473.18,89.05
C0123,2025-04,440.55,54.7
C0123,2025-05,451.54,66.27
C0123,2025-06,439.79,53.9
C0123,2025-07,451.28,66.0
C0124,2024-01,83.46,17.74
C0124,2024-02,68.9,2.72
C0124,2024-03,85.99,20.34
C0124,2024-04,68.56,2.37
C0125,2024-01,97.22,12.56
C0125,2024-02,132.83,48.17
C0125,2024-03,94.03,9.37
C0125,2024-04,98.04,13.39
C0125,2024-05,95.36,10.7
C0125,2024-06,108.57,23.91
C0125,2024-07,101.65,16.99
C0125,2024-08,136.2,51.54
C0125,2024-09,125.66,41.0
C0125,2024-10,121.56,36.9
C0125,2024-11,91.99,7.33
C0125,2024-12,90.87,6.21
C0125,2025-01,132.03,47.37
C0125,2025-02,119.87,35.21
C0125,2025-03,84.66,0.0
C0125,2025-04,107.06,22.4
C0125,2025-05,84.66,0.0
C0125,2025-06,84.66,0.0
C0125,2025-07,95.17,10.51
C0126,2024-10,608.71,157.86
C0126,2024-11,617.71,167.24
C0126,2024-12,603.96,152.92
C0126,2025-01,587.05,135.3
C0126,2025-02,597.91,146.62
C0126,2025-03,612.09,161.39
C0126,2025-04,593.5,142.02
C0126,2025-05,585.91,134.12
C0126,2025-06,594.6,143.16
C0126,2025-07,591.78,140.23
C0127,2024-07,499.75,87.8
C0127,2024-08,501.48,89.57
C0127,2024-09,489.84,77.69
C0127,2024-10,455.09,42.23
C0127,2024-11,465.28,52.63
C0127,2024-12,500.13,88.19
C0127,2025-01,465.53,52.88
C0127,2025-02,470.4,57.85
C0127,2025-03,494.37,82.31
C0127,2025-04,499.66,87.71
C0127,2025-05,476.51,64.08
C0127,2025-06,477.36,64.95
C0127,2025-07,483.88,71.61
C0128,2024-06,1723.65,113.08
C0128,2024-07,1741.62,137.05
C0128,2024-08,1704.3,87.28
C0128,2024-09,1707.52,91.58
C0128,2024-10,1728.51,119.56
C0128,2024-11,1708.94,93.47
C0128,2024-12,1715.05,101.62
C0128,2025-01,1717.67,105.11
C0128,2025-02,1707.35,91.35
C0128,2025-03,1741.19,136.47
C0128,2025-04,1714.77,101.24
C0128,2025-05,1704.02,86.91
C0128,2025-06,1702.31,84.64
C0128,2025-07,1705.79,89.27
C0129,2024-01,1407.37,66.07
C0129,2024-02,1389.98,44.33
C0129,2024-03,1391.34,46.03
C0129,2024-04,1398.49,54.96
C0129,2024-05,1404.91,63.0
C0129,2024-06,1370.44,19.9
C0129,2024-07,1367.22,15.87
C0129,2024-08,1389.6,43.85
C0129,2024-09,1382.03,34.39
C0129,2024-10,1394.91,50.49
C0129,2024-11,1385.63,38.89
C0129,2024-12,1411.0,70.6
C0129,2025-01,1371.17,20.81
C0130,2024-01,97.54,14.92
C0130,2024-02,85.05,1.49
C0130,2024-03,98.81,16.28
C0130,2024-04,111.54,29.97
C0130,2024-05,107.55,25.68
C0130,2024-06,85.14,1.58
C0130,2024-07,115.83,34.58
C0130,2024-08,96.52,13.82
C0130,2024-09,84.52,0.91
C0130,2024-10,83.67,0.0
C0130,2024-11,100.28,17.86
C0130,2024-12,90.91,7.79
C0130,2025-01,101.89,19.6
C0130,2025-02,86.31,2.84
C0130,2025-03,112.02,30.48
C0130,2025-04,109.78,28.08
C0130,2025-05,121.6,40.79
C0130,2025-06,114.28,32.92
C0130,2025-07,117.54,36.42
C0131,2024-12,150.53,49.08
C0131,2025-01,131.26,29.62
C0131,2025-02,157.97,56.6
C0131,2025-03,155.54,54.14
C0131,2025-04,140.82,39.28
C0131,2025-05,146.54,45.05
C0131,2025-06,147.64,46.16
C0131,2025-07,183.54,82.42
C0132,2024-09,339.02,226.73
C0132,2024-10,328.59,215.86
C0132,2024-11,301.71,187.86
C0132,2024-12,354.02,242.36
C0132,2025-01,340.66,228.44
C0132,2025-02,327.06,214.27
C0132,2025-03,317.45,204.26
C0132,2025-04,323.53,210.59
C0132,2025-05,339.1,226.82
C0132,2025-06,318.96,205.84
C0132,2025-07,348.67,236.78
C0133,2025-04,1589.04,74.39
C0133,2025-05,1604.75,95.62
C0133,2025-06,1613.49,107.43
C0133,2025-07,1593.69,80.68
C0134,2024-12,1641.74,124.16
C0134,2025-01,1639.78,121.36
C0134,2025-02,1635.26,114.9
C0134,2025-03,1630.43,108.0
C0134,2025-04,1661.69,152.66
C0134,2025-05,1633.3,112.09
C0134,2025-06,1633.7,112.68
C0134,2025-07,1633.76,112.75
C0135,2024-01,168.26,66.76
C0136,2024-12,283.57,6.07
C0136,2025-01,306.71,30.43
C0136,2025-02,283.06,5.54
C0136,2025-03,302.11,25.59
C0136,2025-04,277.8,0.0
C0136,2025-05,287.44,10.15
C0136,2025-06,300.93,24.35
C0137,2024-01,338.52,17.7
C0137,2024-02,322.06,0.38
C0137,2024-03,339.88,19.13
C0137,2024-04,342.04,21.42
C0137,2024-05,353.95,33.95
C0137,2024-06,337.58,16.72
C0138,2024-09,277.5,15.91
C0139,2024-07,353.34,51.0
C0139,2024-08,322.26,14.86
C0139,2024-09,373.99,75.01
C0139,2024-10,332.65,26.95
C0139,2024-11,336.58,31.52
C0139,2024-12,328.61,22.25
C0139,2025-01,345.61,42.01
C0139,2025-02,346.77,43.36
C0139,2025-03,334.04,28.56
C0139,2025-04,339.56,34.98
C0139,2025-05,329.84,23.67
C0139,2025-06,338.43,33.66
C0139,2025-07,349.41,46.43
C0140,2024-01,679.64,183.46
C0140,2024-02,679.23,183.06
C0140,2024-03,706.28,210.1
C0140,2024-04,686.16,189.99
C0140,2024-05,655.49,159.31
C0140,2024-06,706.04,209.86
C0140,2024-07,674.6,178.42
C0140,2024-08,703.19,207.01
C0140,2024-09,690.77,194.6
C0140,2024-10,688.08,191.91
C0140,2024-11,674.71,178.53
C0140,2024-12,665.79,169.61
C0141,2025-03,99.97,13.63
C0141,2025-04,118.12,32.16
C0142,2024-01,123.59,39.03
C0142,2024-02,98.84,13.52
C0142,2024-03,112.02,27.11
C0142,2024-04,112.77,27.88
C0142,2024-05,113.15,28.27
C0142,2024-06,97.11,11.74
C0142,2024-07,109.13,24.13
C0142,2024-08,85.74,0.01
C0142,2024-09,115.34,30.53
C0142,2024-10,114.17,29.32
C0142,2024-11,99.02,13.71
C0142,2024-12,100.69,15.42
C0142,2025-01,124.35,39.82
C0142,2025-02,110.25,25.28
C0142,2025-03,125.93,41.45
C0142,2025-04,135.66,51.48
C0142,2025-05,111.38,26.45
C0142,2025-06,113.55,28.69
C0142,2025-07,94.34,8.89
C0143,2024-11,122.19,49.14
C0143,2024-12,75.63,1.14
C0144,2024-01,1624.08,26.82
C0144,2024-02,1642.24,44.99
C0144,2024-03,1645.57,48.32
C0144,2024-04,1630.66,33.41
C0144,2024-05,1603.11,5.86
C0144,2024-06,1638.89,41.64
C0144,2024-07,1656.3,59.05
C0144,2024-08,1658.34,61.08
C0144,2024-09,1606.88,9.63
C0144,2024-10,1626.1,28.85
C0144,2024-11,1602.96,5.71
C0144,2024-12,1610.76,13.51
C0144,2025-01,1597.25,0.0
C0144,2025-02,1615.81,18.56
C0144,2025-03,1631.49,34.24
C0144,2025-04,1647.51,50.25
C0144,2025-05,1614.04,16.78
C0145,2024-11,406.45,54.89
C0145,2024-12,381.64,29.57
C0145,2025-01,371.26,18.98
C0145,2025-02,398.85,47.13
C0145,2025-03,409.55,58.05
C0145,2025-04,366.84,14.46
C0145,2025-05,373.3,21.06
C0145,2025-06,403.01,51.37
C0145,2025-07,393.08,41.24
C0146,2024-01,130.05,45.6
C0146,2024-02,114.0,28.53
C0146,2024-03,98.07,11.58
C0146,2024-04,118.28,33.08
C0146,2024-05,120.49,35.43
C0146,2024-06,115.18,29.78
C0146,2024-07,119.26,34.13
C0146,2024-08,99.86,13.49
C0146,2024-09,98.49,12.03
C0146,2024-10,111.57,25.94
C0147,2025-04,459.36,70.48
C0147,2025-05,442.66,53.78
C0147,2025-06,438.68,49.8
C0147,2025-07,458.54,69.66
C0148,2024-01,369.01,41.24
C0148,2024-02,390.06,64.12
C0149,2024-01,138.2,41.48
C0149,2024-02,175.74,81.42
C0149,2024-03,147.85,51.75
C0149,2024-04,154.29,58.6
C0149,2024-05,143.83,47.48
C0149,2024-06,146.22,50.01
C0149,2024-07,162.8,67.65
C0149,2024-08,171.89,77.33
C0149,2024-09,136.28,39.44
C0149,2024-10,189.23,95.77
C0149,2024-11,172.88,78.38
C0149,2024-12,156.34,60.78
C0149,2025-01,154.55,58.88
C0150,2024-12,277.49,7.06
C0150,2025-01,307.37,37.23
C0150,2025-02,285.78,15.42
C0150,2025-03,288.33,18.0
C0150,2025-04,305.91,35.76
C0150,2025-05,270.51,0.0
C0150,2025-06,284.5,14.13
C0150,2025-07,270.98,0.48
C0151,2025-04,1389.58,64.91
C0151,2025-05,1375.54,49.48
C0151,2025-06,1381.81,56.38
C0151,2025-07,1362.83,35.51
C0152,2024-12,412.52,58.29
C0152,2025-01,420.0,66.17
C0152,2025-02,398.38,43.41
C0152,2025-03,394.89,39.73
C0152,2025-04,399.56,44.65
C0152,2025-05,383.9,28.17
C0152,2025-06,375.88,19.73
C0152,2025-07,393.37,38.13
C0153,2024-12,456.24,53.68
C0153,2025-01,483.22,81.21
C0153,2025-02,456.54,53.98
C0153,2025-03,441.08,38.21
C0153,2025-04,462.71,60.29
C0153,2025-05,442.22,39.37
C0153,2025-06,464.05,61.65
C0153,2025-07,494.41,92.63
C0154,2025-03,143.78,39.48
C0154,2025-04,165.31,61.01
C0154,2025-05,157.6,53.3
C0154,2025-06,137.34,33.04
C0154,2025-07,160.4,56.1
C0155,2024-01,114.29,24.32
C0155,2024-02,112.26,22.29
C0155,2024-03,109.45,19.48
C0155,2024-04,141.14,51.17
C0155,2024-05,112.89,22.93
C0155,2024-06,126.44,36.47
C0155,2024-07,138.62,48.66
C0155,2024-08,117.05,27.09
C0155,2024-09,117.07,27.11
C0155,2024-10,126.93,36.96
C0155,2024-11,115.91,25.95
C0155,2024-12,143.63,53.67
C0155,2025-01,125.89,35.93
C0155,2025-02,112.63,22.66
C0155,2025-03,109.69,19.73
C0155,2025-04,118.79,28.82
C0155,2025-05,122.62,32.66
C0155,2025-06,119.11,29.14
C0155,2025-07,121.21,31.25
C0156,2025-02,81.42,0.0
C0156,2025-03,81.89,0.5
C0156,2025-04,115.06,35.78
C0156,2025-05,82.99,1.66
C0156,2025-06,116.3,37.11
C0156,2025-07,89.59,8.69
C0157,2024-12,160.29,58.03
C0157,2025-01,178.92,76.66
C0157,2025-02,165.92,63.66
C0157,2025-03,157.09,54.84
C0157,2025-04,131.1,28.84
C0157,2025-05,147.62,45.36
C0157,2025-06,160.68,58.42
C0157,2025-07,163.53,61.27
C0158,2024-05,303.82,52.83
C0158,2024-06,266.04,9.89
C0158,2024-07,286.12,32.72
C0158,2024-08,281.19,27.11
C0158,2024-09,262.06,5.38
C0158,2024-10,270.21,14.64
C0158,2024-11,283.89,30.18
C0158,2024-12,276.99,22.34
C0158,2025-01,264.16,7.76
C0158,2025-02,272.11,16.79
C0158,2025-03,257.33,0.0
C0158,2025-04,286.1,32.7
C0158,2025-05,272.23,16.94
C0158,2025-06,281.26,27.19
C0158,2025-07,259.03,1.93
C0159,2024-04,127.97,41.35
C0159,2024-05,95.8,9.18
C0159,2024-06,141.8,55.18
C0159,2024-07,86.62,0.0
C0159,2024-08,86.73,0.1
C0160,2025-03,246.47,135.04
C0160,2025-04,256.43,145.31
C0160,2025-05,242.99,131.46
C0160,2025-06,246.67,135.24
C0160,2025-07,234.64,122.85
C0161,2024-10,158.98,62.38
C0161,2024-11,136.69,39.4
C0161,2024-12,160.26,63.7
C0161,2025-01,173.11,76.94
C0161,2025-02,140.28,43.1
C0161,2025-03,163.82,67.37
C0161,2025-04,118.9,21.06
C0161,2025-05,144.48,47.44
C0161,2025-06,148.73,51.81
C0161,2025-07,136.56,39.26
