customer_id,month,weekly_active_days_avg,queries_run,seats_used,support_tickets,nps,discount_pct
C0134,2025-06,3.64,1815,38,0,50,0.3
C0134,2025-07,3.99,2002,38,1,50,0.3
C0135,2024-01,1.75,495,26,0,53,0.02
C0136,2024-12,3.37,792,3,3,59,0.05
C0136,2025-01,3.56,808,3,0,81,0.05
C0136,2025-02,3.58,527,3,2,77,0.05
C0136,2025-03,2.38,830,3,1,44,0.05
C0136,2025-04,4.13,743,3,0,51,0.05
C0136,2025-05,3.59,598,3,1,62,0.05
C0136,2025-06,2.45,673,3,1,61,0.05
C0137,2024-01,4.02,705,7,0,48,0.05
C0137,2024-02,3.56,850,7,3,74,0.05
C0137,2024-03,3.3,802,7,1,49,0.05
C0137,2024-04,2.56,704,7,1,41,0.05
C0137,2024-05,1.92,497,7,1,47,0.05
C0137,2024-06,3.82,888,7,1,43,0.05
C0138,2024-09,4.08,653,3,1,64,0.1
C0139,2024-07,4.25,787,10,0,65,0.14
C0139,2024-08,3.64,881,10,1,51,0.14
C0139,2024-09,4.62,831,10,0,56,0.14
C0139,2024-10,4.7,803,10,0,85,0.14
C0139,2024-11,4.97,583,10,1,76,0.14
C0139,2024-12,2.45,614,10,0,44,0.14
C0139,2025-01,3.0,846,10,0,28,0.14
C0139,2025-02,3.69,588,10,1,62,0.14
C0139,2025-03,2.39,593,10,0,44,0.14
C0139,2025-04,2.02,617,10,2,56,0.14
C0139,2025-05,1.72,794,10,1,46,0.14
C0139,2025-06,4.14,699,10,1,79,0.14
C0139,2025-07,2.35,466,10,0,56,0.14
C0140,2024-01,3.77,1696,84,0,53,0.0
C0140,2024-02,4.12,1530,84,0,55,0.0
C0140,2024-03,3.4,1753,84,4,39,0.0
C0140,2024-04,4.3,1443,84,3,61,0.0
C0140,2024-05,4.17,1487,84,0,78,0.0
C0140,2024-06,3.71,1459,84,1,56,0.0
C0140,2024-07,3.08,1480,84,0,79,0.0
C0140,2024-08,3.16,1354,84,0,94,0.0
C0140,2024-09,2.42,1635,84,0,60,0.0
C0140,2024-10,2.68,1381,84,2,57,0.0
C0140,2024-11,2.5,1209,84,1,47,0.0
C0140,2024-12,4.98,1644,84,4,61,0.0
C0141,2025-03,3.56,511,9,2,37,0.02
C0141,2025-04,2.05,366,9,2,32,0.02
C0142,2024-01,2.77,350,9,0,62,0.03
C0142,2024-02,2.91,372,9,0,32,0.03
C0142,2024-03,1.74,327,9,0,65,0.03
C0142,2024-04,2.18,415,9,1,40,0.03
C0142,2024-05,2.97,398,9,0,69,0.03
C0142,2024-06,1.48,245,9,1,36,0.03
C0142,2024-07,2.85,366,9,2,45,0.03
C0142,2024-08,2.76,251,9,1,60,0.03
C0142,2024-09,2.51,277,9,1,43,0.03
C0142,2024-10,3.09,315,9,0,49,0.03
C0142,2024-11,2.32,256,9,1,48,0.03
C0142,2024-12,1.29,319,9,1,54,0.03
C0142,2025-01,1.95,274,9,1,58,0.03
C0142,2025-02,1.61,282,9,3,31,0.03
C0142,2025-03,1.5,254,9,1,42,0.03
C0142,2025-04,2.61,289,9,1,56,0.03
C0142,2025-05,1.45,224,9,1,23,0.03
C0142,2025-06,2.03,214,9,1,27,0.03
C0142,2025-07,1.68,230,9,1,43,0.03
C0143,2024-11,4.47,315,4,1,67,0.03
C0143,2024-12,5.63,257,4,0,90,0.03
C0144,2024-01,3.37,1078,5,2,57,0.0
C0144,2024-02,5.15,910,5,2,83,0.0
C0144,2024-03,2.8,1747,5,0,42,0.0
C0144,2024-04,3.63,1316,5,1,63,0.0
C0144,2024-05,5.04,771,5,1,65,0.0
C0144,2024-06,3.49,828,5,0,65,0.0
C0144,2024-07,2.25,917,5,0,45,0.0
C0144,2024-08,2.32,1323,5,2,59,0.0
C0144,2024-09,1.5,1326,5,0,86,0.0
C0144,2024-10,1.31,705,5,0,47,0.0
C0144,2024-11,3.83,811,5,0,75,0.0
C0144,2024-12,2.25,757,5,1,53,0.0
C0144,2025-01,2.41,921,5,0,68,0.0
C0144,2025-02,2.31,457,5,0,76,0.0
C0144,2025-03,0.99,973,5,0,44,0.0
C0144,2025-04,1.56,769,5,0,58,0.0
C0144,2025-05,2.35,387,5,1,64,0.0
C0145,2024-11,4.72,842,10,2,77,0.02
C0145,2024-12,5.11,751,10,1,57,0.02
C0145,2025-01,3.88,808,10,3,59,0.02
C0145,2025-02,3.56,822,10,1,52,0.02
C0145,2025-03,0.92,739,10,1,62,0.02
C0145,2025-04,3.54,563,10,0,65,0.02
C0145,2025-05,2.19,630,10,0,75,0.02
C0145,2025-06,3.16,813,10,0,84,0.02
C0145,2025-07,3.14,808,10,0,71,0.02
C0146,2024-01,3.7,442,12,1,31,0.06
C0146,2024-02,3.69,353,12,1,34,0.06
C0146,2024-03,2.33,363,12,1,45,0.06
C0146,2024-04,3.28,355,12,1,48,0.06
C0146,2024-05,3.18,324,12,0,72,0.06
C0146,2024-06,1.9,322,12,1,36,0.06
C0146,2024-07,3.37,309,12,3,65,0.06
C0146,2024-08,1.58,292,12,1,43,0.06
C0146,2024-09,2.36,393,12,2,35,0.06
C0146,2024-10,2.23,241,12,2,30,0.06
C0147,2025-04,4.79,959,16,3,66,0.0
C0147,2025-05,5.28,951,16,0,76,0.0
C0147,2025-06,4.67,839,16,1,67,0.0
C0147,2025-07,4.31,662,16,1,59,0.0
C0148,2024-01,3.83,1076,10,0,75,0.08
C0148,2024-02,4.35,974,10,1,57,0.08
C0149,2024-01,3.09,542,27,0,56,0.06
C0149,2024-02,2.14,501,27,0,50,0.06
C0149,2024-03,2.91,495,27,0,59,0.06
C0149,2024-04,1.91,547,27,2,45,0.06
C0149,2024-05,1.67,463,27,2,45,0.06
C0149,2024-06,1.01,478,27,1,50,0.06
C0149,2024-07,2.6,485,27,1,41,0.06
C0149,2024-08,2.22,410,27,1,27,0.06
C0149,2024-09,2.12,483,27,0,40,0.06
C0149,2024-10,1.2,513,27,1,25,0.06
C0149,2024-11,1.89,399,27,0,49,0.06
C0149,2024-12,0.92,431,27,0,67,0.06
C0149,2025-01,1.54,321,27,0,17,0.06
C0150,2024-12,3.65,834,2,0,39,0.01
C0150,2025-01,4.86,733,2,1,65,0.01
C0150,2025-02,3.53,729,2,1,63,0.01
C0150,2025-03,1.65,830,2,1,44,0.01
C0150,2025-04,3.74,734,2,2,68,0.01
C0150,2025-05,3.39,594,2,1,57,0.01
C0150,2025-06,3.35,763,2,0,63,0.01
C0150,2025-07,2.66,654,2,0,52,0.01
C0151,2025-04,3.77,2327,3,2,69,0.09
C0151,2025-05,4.75,1896,3,3,58,0.09
C0151,2025-06,4.51,1689,3,1,54,0.09
C0151,2025-07,4.03,1117,3,0,96,0.09
C0152,2024-12,3.63,1135,13,0,78,0.05
C0152,2025-01,4.77,1111,13,0,52,0.05
C0152,2025-02,3.9,941,13,0,78,0.05
C0152,2025-03,3.85,587,13,2,70,0.05
C0152,2025-04,3.52,832,13,2,46,0.05
C0152,2025-05,2.57,504,13,2,40,0.05
C0152,2025-06,4.29,618,13,0,43,0.05
C0152,2025-07,3.46,763,13,1,46,0.05
C0153,2024-12,3.84,1002,23,0,67,0.02
C0153,2025-01,3.78,929,23,1,65,0.02
C0153,2025-02,4.64,1120,23,0,65,0.02
C0153,2025-03,4.21,884,23,0,58,0.02
C0153,2025-04,2.39,912,23,2,52,0.02
C0153,2025-05,2.97,946,23,0,69,0.02
C0153,2025-06,2.56,903,23,0,52,0.02
C0153,2025-07,2.06,958,23,0,65,0.02
C0154,2025-03,3.45,532,25,1,41,0.0
C0154,2025-04,2.85,620,25,1,49,0.0
C0154,2025-05,2.54,489,25,2,43,0.0
C0154,2025-06,0.45,479,25,1,34,0.0
C0154,2025-07,1.67,488,25,0,47,0.0
C0155,2024-01,2.43,295,10,1,39,0.0
C0155,2024-02,1.37,364,10,2,39,0.0
C0155,2024-03,1.94,256,10,3,30,0.0
C0155,2024-04,3.63,369,10,1,38,0.0
C0155,2024-05,1.6,223,10,4,26,0.0
C0155,2024-06,2.2,279,10,1,26,0.0
C0155,2024-07,1.3,295,10,0,70,0.0
C0155,2024-08,0.98,278,10,1,21,0.0
C0155,2024-09,1.71,219,10,1,40,0.0
C0155,2024-10,2.03,304,10,1,38,0.0
C0155,2024-11,1.62,241,10,3,34,0.0
C0155,2024-12,0.11,301,10,2,29,0.0
C0155,2025-01,1.8,167,10,2,54,0.0
C0155,2025-02,1.66,245,10,1,48,0.0
C0155,2025-03,1.59,269,10,1,62,0.0
C0155,2025-04,0.5,202,10,1,34,0.0
C0155,2025-05,1.35,223,10,0,57,0.0
C0155,2025-06,0.23,226,10,0,24,0.0
C0155,2025-07,2.42,153,10,0,43,0.0
C0156,2025-02,4.05,379,8,3,22,0.06
C0156,2025-03,2.63,396,8,2,36,0.06
C0156,2025-04,2.89,439,8,4,26,0.06
C0156,2025-05,3.99,303,8,1,58,0.06
C0156,2025-06,2.75,318,8,1,46,0.06
C0156,2025-07,1.59,350,8,2,19,0.06
C0157,2024-12,2.31,570,22,1,24,0.0
C0157,2025-01,3.31,485,22,1,57,0.0
C0157,2025-02,1.77,454,22,0,43,0.0
C0157,2025-03,2.0,455,22,0,35,0.0
C0157,2025-04,3.39,471,22,0,39,0.0
C0157,2025-05,3.15,470,22,1,35,0.0
C0157,2025-06,2.29,456,22,0,25,0.0
C0157,2025-07,1.57,450,22,1,38,0.0
C0158,2024-05,3.03,970,3,1,76,0.12
C0158,2024-06,3.6,803,3,0,54,0.12
C0158,2024-07,5.65,891,3,1,73,0.12
C0158,2024-08,2.75,900,3,0,86,0.12
C0158,2024-09,2.09,501,3,0,77,0.12
C0158,2024-10,4.16,653,3,0,68,0.12
C0158,2024-11,2.31,745,3,1,56,0.12
C0158,2024-12,3.12,479,3,3,58,0.12
C0158,2025-01,2.32,757,3,3,45,0.12
C0158,2025-02,4.32,295,3,1,60,0.12
C0158,2025-03,3.37,517,3,1,92,0.12
C0158,2025-04,2.89,369,3,2,50,0.12
C0158,2025-05,3.92,468,3,1,65,0.12
C0158,2025-06,2.96,661,3,1,67,0.12
C0158,2025-07,3.06,506,3,1,59,0.12
C0159,2024-04,2.01,410,8,2,52,0.0
C0159,2024-05,2.74,380,8,0,55,0.0
C0159,2024-06,2.76,322,8,2,52,0.0
C0159,2024-07,3.58,338,8,0,65,0.0
C0159,2024-08,3.05,309,8,2,29,0.0
C0160,2025-03,2.12,980,62,0,35,0.03
C0160,2025-04,3.05,951,62,3,31,0.03
C0160,2025-05,4.49,824,62,1,58,0.03
C0160,2025-06,1.8,883,62,4,40,0.03
C0160,2025-07,2.73,804,62,0,80,0.03
C0161,2024-10,0.65,445,21,0,36,0.03
C0161,2024-11,2.13,473,21,1,19,0.03
C0161,2024-12,3.3,430,21,1,61,0.03
C0161,2025-01,3.47,474,21,2,36,0.03
C0161,2025-02,2.98,455,21,1,50,0.03
C0161,2025-03,2.4,428,21,0,67,0.03
C0161,2025-04,3.55,411,21,1,33,0.03
C0161,2025-05,3.27,393,21,1,69,0.03
C0161,2025-06,3.05,410,21,1,48,0.03
C0161,2025-07,2.65,440,21,1,57,0.03
C0162,2024-05,3.58,834,13,1,66,0.19
C0162,2024-06,4.08,730,13,0,71,0.19
C0162,2024-07,3.84,980,13,0,54,0.19
C0162,2024-08,2.46,778,13,0,59,0.19
C0162,2024-09,4.0,762,13,0,58,0.19
C0162,2024-10,2.62,706,13,0,63,0.19
C0162,2024-11,3.54,743,13,2,31,0.19
C0162,2024-12,5.23,876,13,0,68,0.19
C0162,2025-01,2.52,904,13,0,45,0.19
C0162,2025-02,3.58,467,13,0,67,0.19
C0162,2025-03,1.9,827,13,2,76,0.19
C0162,2025-04,2.01,579,13,0,64,0.19
C0162,2025-05,1.25,436,13,2,53,0.19
C0162,2025-06,2.21,476,13,0,66,0.19
C0162,2025-07,1.36,383,13,1,42,0.19
C0163,2024-09,4.01,1050,81,2,60,0.03
C0163,2024-10,3.72,1076,81,1,53,0.03
C0163,2024-11,2.13,999,81,1,27,0.03
C0163,2024-12,1.29,1088,81,0,25,0.03
C0163,2025-01,4.27,1055,81,1,54,0.03
C0163,2025-02,1.52,1013,81,1,16,0.03
C0163,2025-03,0.9,1002,81,1,38,0.03
C0163,2025-04,1.72,1029,81,1,23,0.03
C0163,2025-05,2.48,1130,81,1,54,0.03
C0163,2025-06,2.94,973,81,0,43,0.03
C0163,2025-07,3.32,1001,81,0,56,0.03
C0164,2024-01,4.88,1103,18,2,82,0.0
C0164,2024-02,2.26,976,18,0,35,0.0
C0164,2024-03,3.3,747,18,1,55,0.0
C0164,2024-04,4.75,885,18,1,80,0.0
C0164,2024-05,3.57,699,18,0,58,0.0
C0164,2024-06,3.11,739,18,0,48,0.0
C0165,2024-01,3.14,1127,11,0,47,0.1
C0165,2024-02,3.9,776,11,1,43,0.1
C0165,2024-03,4.05,822,11,1,71,0.1
C0166,2024-01,2.96,583,29,2,78,0.05
C0166,2024-02,2.36,551,29,0,49,0.05
C0166,2024-03,2.32,625,29,4,47,0.05
C0167,2024-06,4.18,987,26,1,59,0.09
C0167,2024-07,5.12,903,26,1,58,0.09
C0167,2024-08,3.29,875,26,2,46,0.09
C0167,2024-09,4.12,1131,26,1,74,0.09
C0167,2024-10,4.22,915,26,0,67,0.09
C0167,2024-11,3.1,1011,26,1,75,0.09
C0167,2024-12,4.29,718,26,0,69,0.09
C0167,2025-01,3.81,787,26,0,60,0.09
C0167,2025-02,3.07,846,26,0,42,0.09
C0167,2025-03,1.77,784,26,0,55,0.09
C0167,2025-04,3.61,657,26,1,47,0.09
C0167,2025-05,2.81,797,26,1,52,0.09
C0167,2025-06,3.79,698,26,1,71,0.09
C0167,2025-07,2.02,608,26,1,54,0.09
C0168,2024-06,3.78,908,9,1,65,0.06
C0168,2024-07,3.82,744,9,0,44,0.06
C0168,2024-08,3.56,921,9,3,47,0.06
C0168,2024-09,3.6,786,9,0,48,0.06
C0168,2024-10,3.15,682,9,1,75,0.06
C0168,2024-11,3.38,667,9,1,55,0.06
C0168,2024-12,3.9,939,9,3,29,0.06
C0168,2025-01,1.71,716,9,2,71,0.06
C0168,2025-02,3.92,483,9,1,45,0.06
C0168,2025-03,2.57,712,9,1,66,0.06
C0168,2025-04,3.19,499,9,0,74,0.06
C0168,2025-05,4.2,764,9,1,58,0.06
C0168,2025-06,3.1,632,9,0,57,0.06
C0168,2025-07,3.13,363,9,1,59,0.06
C0169,2024-03,3.58,397,10,1,55,0.0
C0169,2024-04,2.04,344,10,1,47,0.0
C0169,2024-05,4.68,337,10,0,68,0.0
C0169,2024-06,3.87,376,10,0,38,0.0
C0169,2024-07,4.02,419,10,0,51,0.0
C0169,2024-08,4.07,344,10,0,54,0.0
C0169,2024-09,3.02,330,10,0,54,0.0
C0169,2024-10,2.44,312,10,0,49,0.0
C0169,2024-11,1.5,349,10,3,41,0.0
C0169,2024-12,2.13,281,10,0,30,0.0
C0169,2025-01,4.1,270,10,1,40,0.0
C0169,2025-02,3.55,305,10,2,45,0.0
C0169,2025-03,1.95,279,10,1,45,0.0
C0169,2025-04,1.47,366,10,2,42,0.0
C0169,2025-05,2.39,281,10,1,41,0.0
C0169,2025-06,1.9,254,10,0,50,0.0
C0169,2025-07,1.19,241,10,0,48,0.0
C0170,2025-02,5.12,971,8,0,59,0.03
C0170,2025-03,3.36,982,8,0,63,0.03
C0170,2025-04,3.97,797,8,1,74,0.03
C0170,2025-05,2.75,883,8,1,51,0.03
C0170,2025-06,3.04,646,8,1,73,0.03
C0170,2025-07,3.57,790,8,1,57,0.03
C0171,2025-02,5.73,2333,22,0,79,0.05
C0171,2025-03,5.99,2285,22,0,77,0.05
C0171,2025-04,3.32,2056,22,2,54,0.05
C0172,2024-02,2.69,1017,9,0,61,0.0
C0172,2024-03,3.61,1209,9,0,55,0.0
C0172,2024-04,4.09,803,9,0,82,0.0
C0172,2024-05,3.59,851,9,0,61,0.0
C0172,2024-06,3.73,725,9,0,84,0.0
C0172,2024-07,4.37,564,9,2,50,0.0
C0172,2024-08,3.15,451,9,0,59,0.0
C0172,2024-09,3.73,455,9,1,72,0.0
C0172,2024-10,2.19,639,9,1,70,0.0
C0172,2024-11,1.98,635,9,0,38,0.0
C0172,2024-12,2.43,612,9,0,36,0.0
C0172,2025-01,2.67,543,9,0,76,0.0
C0173,2024-05,3.16,1618,94,1,58,0.0
C0173,2024-06,4.74,1468,94,2,55,0.0
C0173,2024-07,3.0,1594,94,0,57,0.0
C0173,2024-08,2.88,1567,94,1,50,0.0
C0173,2024-09,3.01,1540,94,0,50,0.0
C0173,2024-10,4.03,1394,94,0,43,0.0
C0173,2024-11,3.15,1510,94,1,53,0.0
C0174,2024-08,3.0,1015,30,2,43,0.09
C0174,2024-09,4.0,1285,30,1,78,0.09
C0174,2024-10,4.54,1270,30,4,62,0.09
C0174,2024-11,3.09,936,30,0,52,0.09
C0174,2024-12,3.71,1101,30,1,33,0.09
C0174,2025-01,3.85,889,30,1,79,0.09
C0174,2025-02,4.22,1079,30,0,55,0.09
C0174,2025-03,3.95,873,30,3,61,0.09
C0174,2025-04,3.4,788,30,0,72,0.09
C0174,2025-05,3.6,738,30,2,72,0.09
C0174,2025-06,3.66,780,30,1,85,0.09
C0174,2025-07,2.67,818,30,1,67,0.09
C0175,2024-07,3.13,1056,4,1,49,0.0
C0175,2024-08,5.34,788,4,3,41,0.0
C0175,2024-09,3.29,989,4,0,62,0.0
C0175,2024-10,4.73,979,4,0,53,0.0
C0175,2024-11,2.82,940,4,3,44,0.0
C0175,2024-12,2.99,940,4,1,56,0.0
C0175,2025-01,3.32,657,4,1,57,0.0
C0175,2025-02,3.48,852,4,1,54,0.0
C0175,2025-03,1.96,727,4,1,56,0.0
C0175,2025-04,2.25,535,4,0,55,0.0
C0175,2025-05,2.23,328,4,0,62,0.0
C0175,2025-06,2.42,498,4,2,46,0.0
C0175,2025-07,3.79,482,4,1,50,0.0
C0176,2025-03,5.06,936,18,1,57,0.06
C0176,2025-04,4.11,1095,18,3,57,0.06
C0176,2025-05,4.0,1002,18,0,61,0.06
C0176,2025-06,3.22,1007,18,0,69,0.06
C0176,2025-07,3.64,1039,18,0,75,0.06
C0177,2024-04,3.13,344,9,0,33,0.05
C0177,2024-05,2.48,315,9,2,44,0.05
C0177,2024-06,2.81,318,9,3,39,0.05
C0177,2024-07,3.01,348,9,0,58,0.05
C0177,2024-08,1.33,391,9,1,45,0.05
C0177,2024-09,3.22,347,9,2,60,0.05
C0177,2024-10,2.42,329,9,0,41,0.05
C0177,2024-11,1.05,380,9,1,55,0.05
C0177,2024-12,3.19,268,9,1,61,0.05
C0177,2025-01,1.04,375,9,1,32,0.05
C0177,2025-02,2.73,292,9,0,44,0.05
C0177,2025-03,2.9,282,9,3,52,0.05
C0177,2025-04,2.96,295,9,3,50,0.05
C0177,2025-05,1.37,297,9,1,49,0.05
C0177,2025-06,0.93,307,9,1,34,0.05
C0177,2025-07,2.11,218,9,3,40,0.05
C0178,2025-04,3.0,453,18,0,42,0.08
C0178,2025-05,2.88,471,18,3,52,0.08
C0178,2025-06,2.98,417,18,1,40,0.08
C0178,2025-07,1.64,522,18,2,30,0.08
C0179,2024-01,3.07,634,24,2,44,0.02
C0179,2024-02,2.52,515,24,2,59,0.02
C0179,2024-03,2.68,540,24,2,50,0.02
C0180,2024-01,3.88,917,9,0,62,0.0
C0180,2024-02,3.91,724,9,1,53,0.0
C0180,2024-03,4.64,1038,9,0,67,0.0
C0180,2024-04,3.44,895,9,0,47,0.0
C0180,2024-05,3.53,898,9,0,69,0.0
C0180,2024-06,2.98,664,9,0,40,0.0
C0180,2024-07,4.98,723,9,2,34,0.0
C0180,2024-08,4.07,703,9,0,71,0.0
C0180,2024-09,4.81,527,9,2,59,0.0
C0180,2024-10,3.77,639,9,0,49,0.0
C0180,2024-11,3.65,556,9,0,63,0.0
C0180,2024-12,2.1,654,9,2,56,0.0
C0180,2025-01,1.39,443,9,2,64,0.0
C0180,2025-02,2.07,731,9,0,47,0.0
C0180,2025-03,3.2,558,9,1,74,0.0
C0180,2025-04,3.51,432,9,0,44,0.0
C0180,2025-05,2.45,418,9,1,61,0.0
C0180,2025-06,3.29,622,9,0,33,0.0
C0180,2025-07,3.28,451,9,1,60,0.0
C0181,2025-04,4.07,810,10,1,33,0.12
C0181,2025-05,2.74,953,10,1,44,0.12
C0181,2025-06,3.67,816,10,0,69,0.12
C0181,2025-07,5.76,942,10,3,81,0.12
C0182,2025-03,2.1,765,4,0,37,0.14
C0183,2024-06,5.08,2398,4,0,58,0.0
C0183,2024-07,5.13,1733,4,2,49,0.0
C0183,2024-08,5.02,1672,4,1,62,0.0
C0183,2024-09,4.09,1555,4,1,42,0.0
C0183,2024-10,4.72,1327,4,0,39,0.0
C0183,2024-11,4.44,1968,4,3,90,0.0
C0183,2024-12,3.17,1905,4,0,55,0.0
C0183,2025-01,4.32,1161,4,0,65,0.0
C0183,2025-02,3.66,1771,4,0,44,0.0
C0183,2025-03,2.65,1232,4,1,42,0.0
C0183,2025-04,2.89,1605,4,0,72,0.0
C0183,2025-05,3.65,1024,4,1,43,0.0
C0183,2025-06,3.13,1241,4,1,53,0.0
C0183,2025-07,3.38,1289,4,2,85,0.0
C0184,2025-04,2.54,387,11,0,48,0.04
C0184,2025-05,4.17,462,11,0,50,0.04
C0184,2025-06,2.4,386,11,3,69,0.04
C0184,2025-07,3.75,353,11,2,61,0.04
C0185,2025-01,4.48,919,12,1,67,0.03
C0185,2025-02,3.7,796,12,1,52,0.03
C0185,2025-03,4.46,1077,12,0,58,0.03
C0185,2025-04,3.26,782,12,0,56,0.03
C0186,2024-09,5.36,1828,138,0,89,0.0
C0186,2024-10,4.84,1930,138,1,77,0.0
C0186,2024-11,2.64,2252,138,1,48,0.0
C0186,2024-12,4.27,2142,138,0,73,0.0
C0186,2025-01,3.38,2226,138,1,77,0.0
C0186,2025-02,3.11,2108,138,1,65,0.0
C0186,2025-03,3.7,1931,138,0,60,0.0
C0186,2025-04,3.29,2009,138,0,77,0.0
C0186,2025-05,2.04,1948,138,0,53,0.0
C0186,2025-06,3.54,2075,138,0,77,0.0
C0186,2025-07,3.66,1828,138,1,46,0.0
C0187,2024-01,5.38,2063,9,0,88,0.17
C0187,2024-02,4.44,1677,9,0,53,0.17
C0187,2024-03,5.55,1976,9,1,69,0.17
C0187,2024-04,4.63,1606,9,0,63,0.17
C0187,2024-05,4.36,1192,9,1,62,0.17
C0187,2024-06,5.16,1755,9,0,73,0.17
C0188,2025-04,3.41,429,10,2,57,0.06
C0188,2025-05,2.34,461,10,0,54,0.06
C0188,2025-06,2.72,403,10,0,52,0.06
C0188,2025-07,3.14,351,10,2,36,0.06
C0189,2024-01,2.9,862,21,1,58,0.0
C0189,2024-02,3.27,881,21,1,55,0.0
C0189,2024-03,2.46,990,21,0,68,0.0
C0189,2024-04,3.07,836,21,2,57,0.0
C0189,2024-05,2.89,750,21,2,51,0.0
C0189,2024-06,3.28,781,21,2,47,0.0
C0189,2024-07,3.55,582,21,2,64,0.0
C0189,2024-08,1.51,861,21,1,69,0.0
C0189,2024-09,2.39,731,21,0,37,0.0
C0189,2024-10,3.38,665,21,0,65,0.0
C0189,2024-11,2.47,588,21,0,48,0.0
C0189,2024-12,3.37,699,21,1,60,0.0
C0189,2025-01,1.79,559,21,0,47,0.0
C0189,2025-02,2.1,806,21,0,41,0.0
C0189,2025-03,3.84,481,21,0,63,0.0
C0189,2025-04,2.56,733,21,3,56,0.0
C0189,2025-05,2.19,776,21,0,55,0.0
C0189,2025-06,1.4,567,21,1,34,0.0
C0190,2024-10,2.2,362,3,3,40,0.0
C0190,2024-11,2.44,319,3,2,53,0.0
C0190,2024-12,2.43,287,3,0,61,0.0
C0190,2025-01,1.92,271,3,0,28,0.0
C0190,2025-02,2.96,327,3,2,63,0.0
C0190,2025-03,1.13,320,3,0,41,0.0
C0190,2025-04,3.51,267,3,0,48,0.0
C0190,2025-05,4.22,263,3,1,60,0.0
C0190,2025-06,3.56,193,3,1,41,0.0
C0190,2025-07,3.24,255,3,1,64,0.0
C0191,2024-08,4.21,2500,189,2,47,0.01
C0191,2024-09,3.27,2735,189,1,56,0.01
C0191,2024-10,4.45,2466,189,0,68,0.01
C0191,2024-11,1.33,2549,189,1,49,0.01
C0192,2024-12,2.68,547,25,1,52,0.01
C0192,2025-01,2.27,500,25,0,50,0.01
C0192,2025-02,2.12,585,25,2,32,0.01
C0192,2025-03,2.82,539,25,3,58,0.01
C0192,2025-04,1.27,476,25,2,37,0.01
C0192,2025-05,1.76,509,25,0,38,0.01
C0192,2025-06,2.97,420,25,1,20,0.01
C0192,2025-07,3.74,493,25,0,47,0.01
C0193,2024-02,3.54,553,21,1,64,0.06
C0194,2024-10,4.01,1871,3,2,58,0.14
C0194,2024-11,4.7,1656,3,1,54,0.14
C0194,2024-12,4.71,2044,3,0,86,0.14
C0194,2025-01,3.46,1608,3,0,52,0.14
C0194,2025-02,4.21,1504,3,0,67,0.14
C0194,2025-03,3.92,1559,3,1,65,0.14
C0194,2025-04,4.41,1565,3,0,87,0.14
C0194,2025-05,4.25,1876,3,1,47,0.14
C0194,2025-06,2.86,1671,3,0,57,0.14
C0194,2025-07,3.09,1157,3,0,51,0.14
C0195,2024-06,2.47,373,9,1,42,0.02
C0195,2024-07,3.04,322,9,2,57,0.02
C0195,2024-08,1.97,359,9,1,40,0.02
C0195,2024-09,2.07,315,9,0,50,0.02
C0195,2024-10,2.8,288,9,0,50,0.02
C0195,2024-11,2.36,371,9,3,45,0.02
C0195,2024-12,3.4,441,9,0,47,0.02
C0195,2025-01,3.56,286,9,0,51,0.02
C0195,2025-02,2.06,323,9,1,44,0.02
C0195,2025-03,1.56,324,9,0,26,0.02
C0195,2025-04,3.15,284,9,2,53,0.02
C0195,2025-05,1.93,256,9,1,56,0.02
C0195,2025-06,0.58,326,9,0,24,0.02
C0195,2025-07,1.63,335,9,0,32,0.02
C0196,2024-06,3.86,510,5,1,45,0.07
C0196,2024-07,2.73,798,5,1,52,0.07
C0196,2024-08,1.6,678,5,1,48,0.07
C0196,2024-09,3.05,903,5,1,61,0.07
C0196,2024-10,2.65,941,5,1,43,0.07
C0196,2024-11,2.71,752,5,0,47,0.07
C0196,2024-12,3.62,716,5,2,57,0.07
C0196,2025-01,2.69,516,5,1,67,0.07
C0196,2025-02,2.57,539,5,0,67,0.07
C0196,2025-03,2.1,681,5,1,42,0.07
C0196,2025-04,2.59,914,5,1,29,0.07
C0197,2024-01,3.54,1151,46,2,57,0.0
C0197,2024-02,2.68,1059,46,0,50,0.0
C0197,2024-03,3.57,1208,46,0,52,0.0
C0197,2024-04,2.26,1092,46,1,47,0.0
C0197,2024-05,2.27,1180,46,1,40,0.0
C0197,2024-06,1.98,1004,46,0,52,0.0
C0197,2024-07,3.07,995,46,0,65,0.0
C0197,2024-08,2.12,965,46,0,52,0.0
C0197,2024-09,3.08,1225,46,0,72,0.0
C0197,2024-10,2.28,803,46,0,45,0.0
C0197,2024-11,1.73,1043,46,1,46,0.0
C0197,2024-12,2.6,1078,46,0,67,0.0
C0198,2025-02,3.99,911,4,2,36,0.06
C0198,2025-03,4.41,933,4,1,35,0.06
C0198,2025-04,3.88,946,4,1,62,0.06
C0198,2025-05,2.83,701,4,0,49,0.06
C0198,2025-06,3.4,743,4,1,56,0.06
C0198,2025-07,3.39,811,4,0,54,0.06
C0199,2025-02,4.53,1038,7,1,54,0.22
C0199,2025-03,3.26,812,7,0,75,0.22
C0199,2025-04,5.15,944,7,1,62,0.22
C0199,2025-05,4.83,988,7,1,70,0.22
C0199,2025-06,2.75,631,7,1,48,0.22
C0199,2025-07,3.1,597,7,1,73,0.22
C0200,2024-01,3.38,2137,148,1,76,0.1
